sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 8,82,شمالدين يانغان ملالار,şimāldın yanǧan mollālar,The mullahs returned from the north.,Солтүстіктен оралған молдалар.,"Муллы, вернувшиеся с севера.",Shimoldan qaytgan mullalar.,Kuzeyden dönen mollalar.,şimāldın yanǧan mollālar,chg,phrase,3,
Ch 8,83,تورفان دا قالغان دوستي,Ṭurfanda qalǧan dostı,her friend who stayed in Turpan,Тұрпанда қалған досы.,"Ее друг, оставшийся в Турфане.",Turponda qolgan do'sti.,Turfan'da kalan dostu.,Ṭurfanda qalǧan dostı,chg,phrase,3,
Ch 8,84,بيز کورکان تنچ زمان,biz körgen tinç zamān,the peaceful time we have seen,Біз көрген тыныш заман.,"Мирное время, которое мы видели.",Biz ko'rgan tinch zamon.,Gördüğümüz huzurlu zaman.,biz körgen tinç zamān,chg,phrase,4,
Ch 8,85,قيلينغان خط,qılınǧan ḫaṭ,a written letter,Жазылған хат.,Написанное письмо.,Yozilgan xat.,Yazılan mektup.,qılınǧan ḫaṭ,chg,phrase,2,
Ch 8,86,شول يردە اولتورادورغان قيز,şol yerde olturadurǧan qız,the girl who is sitting here,Осы жерде отыратын қыз.,"Девушка, сидящая здесь.",Shu yerda o'tiradigan qiz.,Şu yerde oturan kız.,şol yerde olturadurǧan qız,chg,phrase,4,
Ch 8,87,قولانکغە کتادورغان عام يول,Qolañǧa ketedurǧan ʿāmm yol,the highway that goes to Qolang,Қолаңға кететін үлкен жол.,"Большая дорога, ведущая в Коланг.",Qolangga ketadigan umumiy yo'l.,Qolang'a giden ana yol.,Qolañǧa ketedurǧan ʿāmm yol,chg,phrase,4,
Ch 8,88,نياز بی بی ختن دين کليپ خواجەلارنينک باغي دە اولتوردى,Niyāz Bibi Ḫotandın kelip ḫᵛācalarnıñ bāǧıda olturdı,"Niyaz Bibi came from Khotan, and she sat in the orchard of the Khwajas.","Нияз Бибі Хотаннан келіп, қожалардың бағында отырды.",Нияз Биби пришла из Хотана и села в саду ходжей.,"Niyoz Bibi Xo'tandam kelib, xo'jalarning bog'ida o'tirdi.",Niyaz Bibi Hotan'dan gelip hocaların bağında oturdu.,Niyāz Bibi Ḫotandın kelip ḫᵛācalarnıñ bāǧıda olturdı,chg,sentence,7,
Ch 8,89,اولتورغانيدە بر عسکر طرفيدين اولتورولدى,Olturǧanıda bir ʿasker ṭarafıdın öltürüldi,"When she sat down, she was killed by a soldier.",Отырғанында бір сарбаз тарапынан өлтірілді.,"Когда она села, она была убита солдатом.",O'tirganida bir askar tomonidan o'ldirildi.,Oturduğunda bir asker tarafından öldürüldü.,Olturǧanıda bir ʿasker ṭarafıdın öltürüldi,chg,sentence,5,
Ch 8,90,اما نياز بی بی کلکانيدە شول باغقە بر عسکار هم تونکان ايستاب کلکان ايدى,Ämmā Niyāz Bibi kelgenide şol bāǧqa bir ʿasker häm Tungan istep kelgen édi,"However, when Niyaz Bibi arrived, a soldier had come to this orchard looking for Dungans.","Бірақ Нияз Бибі келгенде, бұл баққа дүнгендерді іздеп бір сарбаз да келген еді.","Однако, когда пришла Нияз Биби, в этот сад в поисках дунган пришел и один солдат.","Ammo Niyoz Bibi kelganida, shu bog'ga dungan istab bir askar ham kelgan edi.","Ama Niyaz Bibi geldiğinde, şu bağa Dungan arayan bir asker de gelmişti.",Ämmā Niyāz Bibi kelgenide şol bāǧqa bir ʿasker häm Tungan istep kelgen édi,chg,sentence,13,
Ch 8,91,بر فرقەسى تاش بازاريغە کلکان ايدى,Bir firqası Taş Bāzārıǧa kelgen édi,One group had come to the Stone Market.,Олардың бір тобы Тас Базарына келген еді.,Одна их группа пришла на Каменный базар.,Ularning bir firqasi Tosh Bozoriga kelgan edi.,Bir fırkası Taş Pazarı'na gelmişti.,Bir firqası Taş Bāzārıǧa kelgen édi,chg,sentence,6,
Ch 8,92,تونکانلار بر نچه عمارتلرکە اوت ياقيب تورغان حالدە,Tunganlar bir neçe ʿimāratlerge ot yaqıp turǧan ḥālda,While the Dungans were setting fire to several buildings,Дүнгендер бірнеше ғимаратқа от қойып тұрған халде.,В то время как дунгане поджигали несколько зданий.,Dunganlar bir necha imoratlarga o't yoqib turgan holda.,Dunganlar birkaç binayı ateşe verirken.,Tunganlar bir neçe ʿimāratlerge ot yaqıp turǧan ḥālda,chg,sentence,8,
Ch 8,93,سەشنبە,seşenbih,Tuesday,сейсенбі,вторник,seshanba,salı,seşenbih,chg,word,1,
Ch 8,94,مقابلە,muqābala,confrontation,қарсыласу,противостояние,muqobala,mukabele,muqābala,chg,word,1,
Ch 8,95,مقابلە,muqābala,confronting,бетпе-бет келу,стычка,to'qnashuv,karşılaşma,muqābala,chg,word,1,
Ch 8,96,نتيجە,nätı̇̄ce,result,нәтиже,результат,natija,netice,nätı̇̄ce,chg,word,1,
Ch 8,97,دانە,dāna,piece,дана,штука,dona,tane,dāna,chg,word,1,
Ch 8,98,ملتق,mıltıq,rifle,мылтық,винтовка,miltiq,tüfek,mıltıq,chg,word,1,
Ch 8,99,وکيل,wäkı̇̄l,representative,уәкіл,представитель,vakil,vekil,wäkı̇̄l,chg,word,1,
Ch 8,100,عبداللطيف,ʿAbduʾl-laṭı̇̄f,Abd al-Latif,Абдуллатиф,Абдуллатиф,Abdullatif,Abdüllatif,ʿAbduʾl-laṭı̇̄f,chg,word,1,
Ch 8,101,افندى,äfendi,mister,әпенді,господин,afandi,efendi,äfendi,chg,word,1,
Ch 8,102,تشريف,täşrı̇̄f,conferral of an honor,келу,визит,tashrif,teşrif,täşrı̇̄f,chg,word,1,
Ch 8,103,شعبان,şaʿbān,Shaban,Шағбан,Шабан,Sha'bon,Şaban,şaʿbān,chg,word,1,
Ch 8,104,رئيش جمهور,reı̇̄’s-i cumhūr,president of a republic,Республика президенті,Президент республики,Raisi jumhur,Cumhurbaşkanı,reı̇̄’s-i cumhūr,chg,phrase,2,
Ch 8,105,حضرت,Ḥażret,the great,хазрет,хазрат,hazrat,hazret,Ḥażret,chg,word,1,
Ch 8,106,حضور عالي,ḥużūr-ı ʿālı̇̄,one’s esteemed presence,жоғары құзыр,высочайшее присутствие,huzuri oliy,huzur-ı ali,ḥużūr-ı ʿālı̇̄,chg,phrase,2,
Ch 8,107,عالي,ʿālı̇̄,esteemed,жоғары,высший,oliy,ali,ʿālı̇̄,chg,word,1,
Ch 8,108,عالي,ʿālı̇̄,great,ұлы,великий,oliy,yüce,ʿālı̇̄,chg,word,1,
Ch 8,109,يارليق,yarlıq,command,жарлық,указ,yorliq,yarlık,yarlıq,chg,word,1,
Ch 8,110,يارليق,yarlıq,proclamation,жариялау,провозглашение,e'lon,ferman,yarlıq,chg,word,1,
Ch 8,111,محترم,muḥtaram,respected,құрметті,уважаемый,muhtaram,muhterem,muḥtaram,chg,word,1,
Ch 8,112,وکالت,wakālat,power of representation,уәкілдік,представительство,vakolat,vekalet,wakālat,chg,word,1,
Ch 8,113,تازغون,Tazǧun,Tazghun,Тазғұн,Тазгун,Tazg'un,Tazgun,Tazǧun,chg,word,1,
Ch 8,114,اوروش-,uruş-,to fight with one another,соғысу,сражаться друг с другом,urushmoq,savaşmak,uruş-,chg,word,1,
Ch 8,115,اوروش,uruş,fight,ұрыс,бой,urush,savaş,uruş,chg,word,1,
Ch 8,116,بيور-,buyur-,to order,бұйыру,приказывать,buyurmoq,buyurmak,buyur-,chg,word,1,
Ch 8,117,مناسبت,munāsabat,connection,байланыс,связь,munosabat,münasebet,munāsabat,chg,word,1,
Ch 8,118,مناسبت,munāsabat,occasion,орай,случай,munosabat,vesile,munāsabat,chg,word,1,
Ch 8,119,قومندان,qomandan,commander,қолбасшы,командир,qo'mondon,komutan,qomandan,chg,word,1,
Ch 8,120,فوق العادە,fawquʾl-ʿāda,extraordinary,төтенше,чрезвычайный,favqulodda,fevkalade,fawquʾl-ʿāda,chg,word,1,
Ch 8,121,مجلس,mäclis,meeting,мәжіліс,собрание,majlis,meclis,mäclis,chg,word,1,
Ch 8,122,ارتە,erte,the next day,ертесі,на следующий день,ertasi,ertesi,erte,chg,word,1,
Ch 8,123,ارتە,erte,tomorrow,ертең,завтра,erta,yarın,erte,chg,word,1,
Ch 8,124,يانکی,yañı,new,жаңа,новый,yangi,yeni,yañı,chg,word,1,
Ch 8,125,آندە,anda,there,онда,там,anda,orada,anda,chg,word,1,
Ch 8,126,توقيف,tawqı̇̄f,arrest,тұтқындау,арест,tavqif,tevkif,tawqı̇̄f,chg,word,1,
Ch 8,127,توقيف,tawqı̇̄f,detention,қамау,задержание,hibs,tutuklama,tawqı̇̄f,chg,word,1,
Ch 8,128,ايت-,ét-,to do,ету,делать,etmoq,etmek,ét-,chg,word,1,
Ch 8,129,ايت-,ét-,to create,жасау,создавать,yaratmoq,yaratmak,ét-,chg,word,1,
Ch 8,130,ايت-,ét-,to make,қылу,совершать,qilmoq,yapmak,ét-,chg,word,1,
Ch 8,131,يانکيدين,yañıdın,anew,жаңадан,заново,yangidan,yeniden,yañıdın,chg,word,1,
Ch 8,132,سوقوش,soquş,fighting,соғыс,битва,so'qish,çarpışma,soquş,chg,word,1,
Ch 8,133,يکشنبە واقعەسی,Yekşenbih wāqıʿası,The Sunday Incident,Жексенбі оқиғасы,Воскресный инцидент,Yakshanba voqeasi,Pazar Vakası,Yekşenbih wāqıʿası,chg,phrase,2,
Ch 8,134,١٨ نجی جمادى الاخرى يکشنبە سحردە کچە غفلت دين فايدالانيب تورت يوز قدر تونکان فرقەسى چقيب کچيک چت يول لر برلا آط بازاريغە قدر کلدى,18nçi cämādiü'l-āḫir yekşenbih saḥarda keçe ǧaflatdın faydalanıp tört yüz qadar Tungan fırqası çıqıp kiçik çet yollar birlä Aṭ Bāzārıǧa qadar keldi,"On Sunday, the eighteenth of Jumada al-Akhira, in the early morning, taking advantage of the inattention of people at night, about four hundred Dungan soldiers came out and, by means of back roads, came all the way to the Horse Market.","18-ші Жүмәдәл-ахир жексенбі сәскеде, түндегі ғапылдықтан пайдаланып, төрт жүзге жуық дүнген тобы шығып, кіші шет жолдармен Ат Базарына дейін келді.","В воскресенье, 18-го Джумада аль-ахира, рано утром, воспользовавшись ночной беспечностью, около четырехсот дунган вышли и по небольшим окраинным дорогам дошли до Конного базара.","18-Jumodiloxir yakshanba saharda, kecha g'aflatdan foydalanib, to'rt yuzga yaqin dungan firqasi chiqib, kichik chet yo'llar bilan Ot Bozoriga qadar keldi.","18 Cemaziyelahir Pazar günü seher vaktinde, gece gafletinden faydalanıp dört yüz kadar Dungan fırkası çıkıp küçük sapa yollarla At Pazarı'na kadar geldi.",18nçi cämādiü'l-āḫir yekşenbih saḥarda keçe ǧaflatdın faydalanıp tört yüz qadar Tungan fırqası çıqıp kiçik çet yollar birlä Aṭ Bāzārıǧa qadar keldi,chg,sentence,21,
Ch 8,135,موندين بر فرقەسى تاش بازاريغە کلکان ايدى,Mundın bir fırqası Taş Bāzārıǧa kelgen édi,One group of them had come to the Stone Market.,Олардың бір тобы Тас Базарына келген еді.,Одна их группа пришла на Каменный базар.,Ularning bir firqasi Tosh Bozoriga kelgan edi.,Onlardan bir fırkası Taş Pazarı'na gelmişti.,Mundın bir fırqası Taş Bāzārıǧa kelgen édi,chg,sentence,7,
Ch 8,136,عسکرلر طرفی دين آتيلب بر سرايغە قامالديلر,ʿAskerler ṭarafıdın atılıp bir sarāyǧa qamaldılar,They were fired upon by soldiers and were trapped in a serai.,"Сарбаздар тарапынан атылып, бір сарайға қамалды.","Будучи обстрелянными солдатами, они оказались заперты в одном сарае.","Askarlar tomonidan otilib, bir saroyga qamaldilar.",Askerler tarafından ateş edilip bir saraya hapsoldular.,ʿAskerler ṭarafıdın atılıp bir sarāyǧa qamaldılar,chg,sentence,6,
Ch 8,137,بر نچەسى شوندە ثلمت غە اوچراب باقيسى سراى نينک آرقەسينی تيشيب چقيب قاچديلر,Bir neçesi şunda s̱ulmatǧa uçrap bāqı̇̄si sarāynıñ arqasını téşip çıqıp qaçdılar,"Some of them found a hole in the wall there, while the remainder broke through the back of the serai, exited, and fled.","Бірнешеуі сонда тесікке ұшырап, қалғаны сарайдың арқасын тесіп шығып қашты.","Несколько из них наткнулись там на дыру, а остальные, пробив заднюю часть сарая, выбрались и сбежали.","Bir nechasi shunda teshikka uchrab, boqiysi saroyning orqasini teshib chiqib qochdilar.","Birkaçı şurada bir deliğe rastlayıp, kalanı sarayın arkasını delip çıkıp kaçtılar.",Bir neçesi şunda s̱ulmatǧa uçrap bāqı̇̄si sarāynıñ arqasını téşip çıqıp qaçdılar,chg,sentence,11,
Ch 8,138,آط بازاريدە قالغانلرى پايناف ده بر نچه عمارت لرکە اوت ياقيب تورغان حالدە تيشوك دروازە طرف دين عسکرلرمیز يتيب کليب هجوم باشلاب اوندين زيادەسينی آتيب باقيسى قاچيب عسکرلر طرفدين آرقەدين تعقيب اتيلدى,Aṭ Bāzārıda qalǧanları Paynafda bir neçe ʿimāratlerge ot yaqıp turǧan ḥālda Tişük Darwāza ṭarafdın ʿaskerlerimiz yetip kelip hücūm başlap ondın ziyādasını atıp bāqı̇̄si qaçıp ʿaskerler ṭarafdın arqadın taʿqı̇̄b etildi,"While those who remained in the Horse Market were setting fire to several buildings in Paynap, our soldiers arrived from the Tishuk Gate, began an attack, shot more than ten of them, and so the rest of them fled and were pursued by the soldiers.","Ат Базарында қалғандары Пайнапта бірнеше ғимаратқа от қойып тұрған халде, Тесік Дарбаза тарапынан сарбаздарымыз жетіп келіп, шабуыл бастап, оннан астамын атып, қалғаны қашып, сарбаздар тарапынан арқадан қуғындалды.","В то время как оставшиеся на Конном базаре поджигали несколько зданий в Пайнапе, наши солдаты прибыли со стороны ворот Тишук, начали атаку, застрелили более десяти из них, а остальные бежали и преследовались солдатами с тыла.","Ot Bozorida qolganlari Paynapda bir necha imoratlarga o't yoqib turgan holda, Teshik Darvoza tarafidan askarlarimiz yetib kelib, hujum boshlab, o'ndan ziyodasini otib, boqiysi qochib, askarlar tomonidan orqadan ta'qib etildi.","At Pazarı'nda kalanları Paynap'ta birkaç binayı ateşe verir haldeyken, Deşik Kapı tarafından askerlerimiz yetişip gelip hücuma başlayıp, ondan fazlasını vurup, kalanı kaçıp askerler tarafından arkadan takip edildi.",Aṭ Bāzārıda qalǧanları Paynafda bir neçe ʿimāratlerge ot yaqıp turǧan ḥālda Tişük Darwāza ṭarafdın ʿaskerlerimiz yetip kelip hücūm başlap ondın ziyādasını atıp bāqı̇̄si qaçıp ʿaskerler ṭarafdın arqadın taʿqı̇̄b etildi,chg,sentence,29,
Ch 8,139,سکز تاشغە کلکاندە خچرچی طرفداکى اوزبك عسکرلرى کليب تونکانلارنی ايکي طرفدين آتيب اليکدين زيادەسى اولتورولوب کوبلرى يارالانيب ينکى شهر ايچي گە قاچديلر,Segiz Taşǧa kelgende Ḫaçarçı ṭarafdaki Özbek ʿaskerleri kelip Tunganlarnı éki ṭarafdın atıp ellikdin ziyādası öltürüp köpleri yaralanıp Yañı şahar içige qaçdılar,"When they came to Eight Stones, Uzbek soldiers from Khujand arrived, shot at the Dungans from two sides, killed more than fifty of them, wounded many, and they fled into the New City.","Сегіз Тасқа келгенде Ходжент тарапындағы өзбек сарбаздары келіп, дүнгендерді екі жақтан атып, елуден астамын өлтіріп, көпшілігін жаралап, Жаңашаһар ішіне қашты.","Когда они пришли к Секкиз Таш, узбекские солдаты со стороны Худжанда пришли и обстреляли дунган с двух сторон, убив более пятидесяти и ранив многих, и они бежали внутрь Нового города.","Sakkiz Toshga kelganda Xo'jand tarafidagi o'zbek askarlari kelib, dunganlarni ikki tarafdan otib, ellikdan ziyodasi o'ldirilib, ko'plari yaralanib, Yangishahar ichiga qochdilar.","Sekiz Taş'a geldiğinde Hucend tarafındaki Özbek askerleri gelip Dunganları iki taraftan ateşle vurup, elliden fazlası öldürülüp çoğu yaralanıp Yenişehir içine kaçtılar.",Segiz Taşǧa kelgende Ḫaçarçı ṭarafdaki Özbek ʿaskerleri kelip Tunganlarnı éki ṭarafdın atıp ellikdin ziyādası öltürüp köpleri yaralanıp Yañı şahar içige qaçdılar,chg,sentence,21,
